precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7386078595317725,0.68,0.5590476190476191,0.75,0.48,0.6826923076923077,0.9466666666666667,0.5217391304347826,0.34285714285714286,1.0,0.4666666666666667,0.16808629035949707
