loss,accuracy,val_loss,val_accuracy
1.6972777843475342,0.5560281872749329,1.2989712953567505,0.5266666412353516
0.8607681393623352,0.6716091632843018,1.2604687213897705,0.5333333611488342
0.6920068264007568,0.7327418327331543,1.2795377969741821,0.47333332896232605
0.6297256946563721,0.7560768127441406,1.0002734661102295,0.6133333444595337
0.5757737755775452,0.7761302590370178,1.3506380319595337,0.5733333230018616
0.5236169695854187,0.7935099601745605,0.9303905963897705,0.7066666483879089
0.5059804320335388,0.8059066534042358,0.6428189873695374,0.7599999904632568
0.46666157245635986,0.8191540837287903,0.6658365726470947,0.746666669845581
0.449768990278244,0.8281477689743042,0.5787402391433716,0.7666666507720947
0.43367326259613037,0.8291200995445251,0.9360286593437195,0.7066666483879089
0.42687079310417175,0.8333738446235657,0.683997392654419,0.7400000095367432
0.408234566450119,0.8428536653518677,0.7797135710716248,0.753333330154419
0.3887723982334137,0.8516042828559875,0.7054004073143005,0.7733333110809326
0.38506755232810974,0.8503889441490173,0.766406238079071,0.7400000095367432
0.37485307455062866,0.8564656972885132,0.757897138595581,0.7400000095367432
0.3687226176261902,0.8632717728614807,0.579785168170929,0.7733333110809326
0.35840317606925964,0.8619348406791687,0.6787499785423279,0.7799999713897705
0.3489202857017517,0.8670393824577332,0.5319498777389526,0.8066666722297668
0.3380836248397827,0.8751823306083679,0.6362825632095337,0.7733333110809326
0.3314352035522461,0.8767622709274292,0.8186132907867432,0.6933333277702332
0.31969842314720154,0.8766407370567322,0.7821289300918579,0.7200000286102295
0.3133501708507538,0.8816237449645996,0.7068684697151184,0.7799999713897705
0.30613407492637634,0.8858774900436401,0.5604557394981384,0.8066666722297668
0.2913868725299835,0.8864851593971252,0.5386621356010437,0.7933333516120911
0.29123762249946594,0.8889158964157104,0.9249511957168579,0.699999988079071
0.283873587846756,0.8924404382705688,0.6953287720680237,0.7599999904632568
0.27874425053596497,0.8921973705291748,0.6405078172683716,0.7733333110809326
0.2637573182582855,0.9032571911811829,0.6322526335716248,0.7666666507720947
0.25962236523628235,0.9010695219039917,0.8279101848602295,0.7400000095367432
0.25390517711639404,0.9081186056137085,0.5831705927848816,0.8333333134651184
0.24119503796100616,0.904229462146759,0.7068424224853516,0.8066666722297668
0.24442969262599945,0.9053232669830322,0.6502083539962769,0.7933333516120911
0.2383601814508438,0.9050801992416382,0.6175325512886047,0.8199999928474426
0.23100551962852478,0.9094555377960205,0.8790299296379089,0.753333330154419
0.22085902094841003,0.9148030877113342,0.7371419072151184,0.7733333110809326
0.2097225785255432,0.9207583665847778,0.5649999976158142,0.8266666531562805
0.21663005650043488,0.9157754182815552,0.6288151144981384,0.8266666531562805
0.19139978289604187,0.9253767728805542,0.6889746189117432,0.7799999713897705
0.17563562095165253,0.932425856590271,0.7626944780349731,0.800000011920929
0.18389356136322021,0.9276859760284424,0.7276497483253479,0.8133333325386047
0.1775088757276535,0.9318181872367859,0.6308854222297668,0.8066666722297668
0.18381628394126892,0.9312105178833008,0.8960188627243042,0.7733333110809326
0.15905869007110596,0.9369227290153503,0.5703450441360474,0.8333333134651184
0.16029292345046997,0.9400826692581177,0.6531314849853516,0.8399999737739563
0.16679564118385315,0.9353427290916443,0.7942838668823242,0.7599999904632568
0.16072125732898712,0.9397180080413818,0.5378092527389526,0.8333333134651184
0.13109301030635834,0.9496840238571167,0.8751725554466248,0.7666666507720947
0.134615957736969,0.9476178884506226,0.8160156011581421,0.8133333325386047
0.12983883917331696,0.9506562948226929,1.2434439659118652,0.7599999904632568
0.12398296594619751,0.951263964176178,0.8385123610496521,0.8133333325386047
0.12761077284812927,0.951628565788269,0.5880794525146484,0.8399999737739563
0.1272232085466385,0.9504132270812988,0.7020442485809326,0.7866666913032532
0.11396880447864532,0.9553962349891663,0.8648502826690674,0.7866666913032532
0.10639065504074097,0.9594069123268127,0.8459928631782532,0.7866666913032532
0.09934737533330917,0.9617161154747009,0.7693619728088379,0.846666693687439
0.10971100628376007,0.9596499800682068,0.7719433307647705,0.8066666722297668
0.08864337205886841,0.9671851992607117,0.7154654860496521,0.800000011920929
0.10017780214548111,0.9631745219230652,1.098059892654419,0.7866666913032532
0.10417015850543976,0.9624453186988831,0.703320324420929,0.846666693687439
0.09632335603237152,0.9637821912765503,1.1033529043197632,0.8066666722297668
0.08018286526203156,0.970102071762085,0.8289778828620911,0.7933333516120911
0.09085731208324432,0.9668205976486206,1.0937857627868652,0.7733333110809326
0.08923464268445969,0.9652406573295593,0.9253515601158142,0.8133333325386047
0.08521374315023422,0.9686436653137207,1.1015397310256958,0.7866666913032532
0.07728355377912521,0.971439003944397,0.8589518070220947,0.7933333516120911
0.07176066935062408,0.9738697409629822,0.6283496022224426,0.8399999737739563
0.06945815682411194,0.9738697409629822,0.7194661498069763,0.8399999737739563
0.08939724415540695,0.9653621912002563,0.9322200417518616,0.7933333516120911
