              precision    recall  f1-score   support

     class 0       0.88      0.60      0.71        25
     class 1       0.89      0.97      0.93        75
     class 2       0.75      0.69      0.72        35
     class 3       0.74      0.93      0.82        15

    accuracy                           0.84       150
   macro avg       0.81      0.80      0.80       150
weighted avg       0.84      0.84      0.83       150
