precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7693456614509246,0.8,0.7847619047619048,0.8,0.64,0.8918918918918919,0.88,0.6486486486486487,0.6857142857142857,0.7368421052631579,0.9333333333333333,2492.079367160797
