precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8992063492063492,0.8956521739130435,0.7866666666666666,0.9047619047619048,0.76,0.8928571428571429,1.0,0.9,0.6,1932.4914155006409
