best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.2163163125514984,0.29925525188446045,0.9187939167022705,0.8695651888847351,0.0010000000474974513,21
