              precision    recall  f1-score   support

     class 0       0.78      0.84      0.81        25
     class 1       0.91      0.93      0.92        75
     class 2       0.82      0.60      0.69        15

    accuracy                           0.87       115
   macro avg       0.84      0.79      0.81       115
weighted avg       0.87      0.87      0.87       115
