precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.7962962962962963,0.8173913043478261,0.6577777777777779,0.8666666666666667,0.52,0.8222222222222222,0.9866666666666667,0.7,0.4666666666666667,839.9503221511841
