              precision    recall  f1-score   support

     class 0       0.92      0.48      0.63        25
     class 1       0.78      1.00      0.88        75
     class 2       0.83      0.33      0.48        15

    accuracy                           0.80       115
   macro avg       0.85      0.60      0.66       115
weighted avg       0.82      0.80      0.77       115
