              precision    recall  f1-score   support

     class 0       0.88      0.60      0.71        25
     class 1       0.85      0.96      0.90        75
     class 2       0.62      0.53      0.57        15

    accuracy                           0.83       115
   macro avg       0.78      0.70      0.73       115
weighted avg       0.82      0.83      0.82       115
