precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8458867521367521,0.8,0.6044444444444445,0.9230769230769231,0.48,0.78125,1.0,0.8333333333333334,0.3333333333333333,761.4170701503754
