              precision    recall  f1-score   support

     class 0       0.92      0.48      0.63        25
     class 1       0.86      0.95      0.90        75
     class 2       0.53      0.67      0.59        15

    accuracy                           0.81       115
   macro avg       0.77      0.70      0.71       115
weighted avg       0.83      0.81      0.80       115
