accuracy,loss,val_accuracy,val_loss
0.7390782833099365,1.2186659574508667,0.6521739363670349,0.955237865447998
0.8062360882759094,0.6664378046989441,0.6608695387840271,1.0256633758544922
0.8338187336921692,0.5417636036872864,0.6608695387840271,0.9124972820281982
0.8492376208305359,0.4940030574798584,0.686956524848938,0.8871378898620605
0.86105877161026,0.43221917748451233,0.739130437374115,0.8713353872299194
0.8697961568832397,0.4033116102218628,0.7043478488922119,0.8179509043693542
0.8749357461929321,0.38815879821777344,0.747826099395752,0.6008641719818115
0.8773342370986938,0.3628980815410614,0.8086956739425659,0.5367072820663452
0.8826451897621155,0.3395952880382538,0.7652173638343811,0.5144261717796326
0.8843584060668945,0.32338428497314453,0.8173912763595581,0.4840572476387024
0.8934383988380432,0.3115820586681366,0.800000011920929,0.47760453820228577
0.8944663405418396,0.2935936450958252,0.782608687877655,0.551591694355011
0.8989206552505493,0.29283469915390015,0.791304349899292,0.5152480006217957
0.8982353806495667,0.2675836980342865,0.800000011920929,0.466879278421402
0.9028610587120056,0.26350733637809753,0.782608687877655,0.5081874132156372
0.9086859822273254,0.24560050666332245,0.800000011920929,0.5405741930007935
0.9155387878417969,0.2264222353696823,0.8173912763595581,0.5407432317733765
0.9157101511955261,0.22720354795455933,0.791304349899292,0.6915766000747681
0.9285591840744019,0.2079787701368332,0.7565217614173889,0.6268616318702698
0.9242761731147766,0.1988936960697174,0.782608687877655,0.7846781611442566
0.9342128038406372,0.18042628467082977,0.7739130258560181,0.5487434267997742
0.935754656791687,0.16648124158382416,0.747826099395752,0.563303530216217
0.9396950602531433,0.16514918208122253,0.739130437374115,0.899685800075531
0.9367825984954834,0.16403387486934662,0.800000011920929,0.470847487449646
0.9446633458137512,0.1557874083518982,0.739130437374115,0.571025550365448
0.9460338950157166,0.1400413066148758,0.7739130258560181,0.5856987833976746
0.950488269329071,0.13558237254619598,0.782608687877655,0.726232647895813
0.955456554889679,0.11498460173606873,0.8173912763595581,0.6259673237800598
0.9595682621002197,0.10816673189401627,0.8173912763595581,0.5768541693687439
0.9544286727905273,0.12038346379995346,0.7739130258560181,0.6545392870903015
0.9557992219924927,0.11120651662349701,0.8086956739425659,0.9058464169502258
0.9549425840377808,0.11630699038505554,0.791304349899292,0.7558771371841431
0.9616241455078125,0.10413958132266998,0.7739130258560181,0.8596787452697754
0.9590542912483215,0.10702546685934067,0.7739130258560181,0.8228151202201843
0.963508665561676,0.08999262005090714,0.7652173638343811,0.9104217290878296
0.9746444821357727,0.068036288022995,0.800000011920929,0.7588150501251221
0.9713894128799438,0.07558999955654144,0.800000011920929,0.805959165096283
0.9741305708885193,0.06606046855449677,0.800000011920929,0.7578970193862915
0.9715607166290283,0.07019665092229843,0.791304349899292,0.8017856478691101
0.9734452366828918,0.07075420022010803,0.8173912763595581,0.8781957626342773
0.9731026291847229,0.06543496251106262,0.7565217614173889,0.8308884501457214
0.9737879037857056,0.06647598743438721,0.8086956739425659,1.094370722770691
0.9755011200904846,0.06608674675226212,0.739130437374115,0.994186282157898
0.9799554347991943,0.05695231631398201,0.747826099395752,0.6900550127029419
0.9808120727539062,0.05586840584874153,0.7565217614173889,0.8210979700088501
0.9804694056510925,0.055420804768800735,0.800000011920929,0.6941056847572327
0.9847524166107178,0.04210084676742554,0.800000011920929,0.6946437954902649
0.9801267981529236,0.05167495086789131,0.782608687877655,0.5917348861694336
0.9840671420097351,0.04643254354596138,0.8260869383811951,0.7798694372177124
0.9761863946914673,0.06034661456942558,0.7565217614173889,0.7360036969184875
0.9828678965568542,0.045987967401742935,0.791304349899292,0.7063254714012146
0.982353925704956,0.04830530658364296,0.782608687877655,0.6668626666069031
0.9871509075164795,0.037334125488996506,0.8173912763595581,0.5878887176513672
0.9856090545654297,0.03928492218255997,0.782608687877655,0.6031531095504761
0.9837245345115662,0.04494808614253998,0.747826099395752,0.7253659963607788
0.9898920655250549,0.02907627262175083,0.8173912763595581,0.6744931936264038
0.9878362417221069,0.03994867950677872,0.8260869383811951,0.7497087717056274
0.9826965928077698,0.043805260211229324,0.782608687877655,0.8650515079498291
0.9856090545654297,0.040775980800390244,0.8173912763595581,0.770848274230957
0.9859516620635986,0.039355311542749405,0.8173912763595581,0.7281744480133057
0.986979603767395,0.04187116399407387,0.8173912763595581,0.8585089445114136
0.9897207617759705,0.03313932567834854,0.8260869383811951,0.7523028254508972
0.9868083000183105,0.04011615365743637,0.782608687877655,0.937060534954071
0.9880075454711914,0.03531918302178383,0.800000011920929,0.7147676348686218
