precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.7682714664325317,0.808695652173913,0.6977777777777777,0.9230769230769231,0.48,0.8554216867469879,0.9466666666666667,0.5263157894736842,0.6666666666666666,767.865229845047
