precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.6224489795918368,0.6,0.49809523809523804,0.6,0.48,0.6326530612244898,0.8266666666666667,0.4,0.2857142857142857,0.8571428571428571,0.4,311.08579301834106
