              precision    recall  f1-score   support

     class 0       0.73      0.64      0.68        25
     class 1       0.74      1.00      0.85        75
     class 2       0.71      0.34      0.46        35
     class 3       0.89      0.53      0.67        15

    accuracy                           0.74       150
   macro avg       0.76      0.63      0.66       150
weighted avg       0.74      0.74      0.71       150
