precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8345060512243174,0.8956521739130435,0.831111111111111,0.9090909090909091,0.8,0.9473684210526315,0.96,0.6470588235294118,0.7333333333333333,7564.784353971481
