best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.13859212398529053,0.15597251057624817,0.9484323859214783,0.947826087474823,0.0010000000474974513,39
