accuracy,loss,val_accuracy,val_loss
0.4899124801158905,1.6227960586547852,0.5,1.290049433708191
0.595770537853241,1.054375410079956,0.5,1.3479658365249634
0.6473019123077393,0.9074826240539551,0.5,1.2991161346435547
0.6617646813392639,0.8392984867095947,0.5866666436195374,1.0964847803115845
0.6885026693344116,0.7635806202888489,0.6333333253860474,0.9697336554527283
0.7043023705482483,0.7193384170532227,0.6000000238418579,1.0669405460357666
0.7244774103164673,0.6855941414833069,0.6333333253860474,0.9139509201049805
0.7352941036224365,0.6579390168190002,0.6399999856948853,0.9856581687927246
0.7380894422531128,0.646420419216156,0.699999988079071,0.8438364863395691
0.75,0.6186828017234802,0.6666666865348816,0.8627185225486755
0.7602090239524841,0.5969371795654297,0.6800000071525574,0.8807560205459595
0.7677443027496338,0.5810231566429138,0.6800000071525574,0.9397028684616089
0.7662858366966248,0.5728468298912048,0.6733333468437195,0.9790523052215576
0.7768595218658447,0.5589877963066101,0.699999988079071,0.8132220506668091
0.7824501991271973,0.5436733961105347,0.7133333086967468,0.8125223517417908
0.789377748966217,0.5296489000320435,0.6800000071525574,0.7668949961662292
0.789013147354126,0.5169760584831238,0.7200000286102295,0.7546510100364685
0.8010452389717102,0.5084996223449707,0.7200000286102295,0.7050303220748901
0.7959406971931458,0.5016880035400391,0.7133333086967468,0.8341026306152344
0.8071220517158508,0.48671668767929077,0.7133333086967468,0.7872204184532166
0.8059066534042358,0.4811631143093109,0.6933333277702332,0.8704042434692383
0.8200048804283142,0.4583830237388611,0.7200000286102295,0.8929458856582642
0.8218278884887695,0.45001116394996643,0.7066666483879089,0.7588239312171936
0.8246232271194458,0.4408310055732727,0.6933333277702332,0.785481870174408
0.8303354382514954,0.4333399534225464,0.7066666483879089,0.7966282963752747
0.8277831673622131,0.4292481541633606,0.7200000286102295,0.7700984477996826
0.83665531873703,0.4043688476085663,0.7400000095367432,0.7606796026229858
0.8411521911621094,0.39818841218948364,0.7133333086967468,0.780457079410553
0.8412737250328064,0.4015619456768036,0.7133333086967468,0.8827201128005981
0.845649003982544,0.38526758551597595,0.6466666460037231,1.0180326700210571
0.8484443426132202,0.3828848600387573,0.699999988079071,0.941586434841156
0.8581672310829163,0.3538133502006531,0.6466666460037231,1.1217923164367676
0.8612056374549866,0.346143901348114,0.746666669845581,0.7530331611633301
0.8676470518112183,0.3360695540904999,0.7133333086967468,0.8464915752410889
0.8706854581832886,0.32429739832878113,0.7266666889190674,0.9464463591575623
0.8714146614074707,0.3316313922405243,0.7400000095367432,0.8411233425140381
0.8704423904418945,0.32665425539016724,0.7133333086967468,0.9980208277702332
0.8845406174659729,0.29496923089027405,0.6733333468437195,0.9876894354820251
0.883811354637146,0.2953892648220062,0.6866666674613953,0.9190523028373718
0.8923189043998718,0.27520444989204407,0.6800000071525574,0.9644933342933655
0.8923189043998718,0.27252405881881714,0.7133333086967468,0.9463308453559875
0.8959649801254272,0.26345396041870117,0.6666666865348816,0.9581848382949829
0.9002187848091125,0.2518376410007477,0.7333333492279053,0.9476816654205322
0.9011910557746887,0.24760690331459045,0.7200000286102295,1.0142306089401245
0.9090909361839294,0.22946900129318237,0.6666666865348816,1.0992588996887207
0.9052017331123352,0.23589175939559937,0.7266666889190674,0.9791162014007568
0.9146815538406372,0.2166714072227478,0.699999988079071,1.115557312965393
0.9223383665084839,0.20496566593647003,0.7066666483879089,1.069630742073059
0.9177199602127075,0.20808617770671844,0.7266666889190674,0.9935719966888428
0.9242829084396362,0.19495470821857452,0.753333330154419,1.0424373149871826
0.9214876294136047,0.19675154983997345,0.7266666889190674,1.0073037147521973
0.924526035785675,0.19078904390335083,0.746666669845581,1.0694888830184937
0.9308459162712097,0.18407383561134338,0.746666669845581,1.0798683166503906
0.9307243824005127,0.16918428242206573,0.6666666865348816,1.3643450736999512
0.9301166534423828,0.1781545728445053,0.7133333086967468,1.1163063049316406
0.9394749402999878,0.15761277079582214,0.7400000095367432,1.0789202451705933
0.9399611353874207,0.16107511520385742,0.6800000071525574,1.3087146282196045
0.9398396015167236,0.15752573311328888,0.7066666483879089,1.1483702659606934
0.9378949999809265,0.1614094078540802,0.7333333492279053,1.0446597337722778
0.9476178884506226,0.13849154114723206,0.7066666483879089,1.0770506858825684
0.9455517530441284,0.14162138104438782,0.7066666483879089,1.2167004346847534
0.942148745059967,0.1442982405424118,0.699999988079071,1.1384884119033813
0.943485677242279,0.14025865495204926,0.7333333492279053,1.0333179235458374
0.9501701593399048,0.1332857459783554,0.7400000095367432,1.1539016962051392
0.9474963545799255,0.1362772434949875,0.746666669845581,1.2824058532714844
0.9534516334533691,0.12562252581119537,0.7133333086967468,1.2854739427566528
0.9532085657119751,0.12057653814554214,0.7066666483879089,1.2116986513137817
0.952479362487793,0.1220630630850792,0.7333333492279053,1.292047381401062
