precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.6767953929539295,0.6933333333333334,0.6628571428571428,0.8888888888888888,0.64,0.7682926829268293,0.84,0.65,0.37142857142857144,0.4,0.8,1696.985151052475
