              precision    recall  f1-score   support

     class 0       0.67      0.72      0.69        25
     class 1       0.82      0.79      0.80        75
     class 2       0.55      0.34      0.42        35
     class 3       0.38      0.73      0.50        15

    accuracy                           0.67       150
   macro avg       0.60      0.65      0.60       150
weighted avg       0.69      0.67      0.66       150
