              precision    recall  f1-score   support

     class 0       0.77      0.68      0.72        25
     class 1       0.82      0.93      0.88        75
     class 2       0.59      0.49      0.53        35
     class 3       0.79      0.73      0.76        15

    accuracy                           0.77       150
   macro avg       0.74      0.71      0.72       150
weighted avg       0.76      0.77      0.76       150
