precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7420444666894971,0.7666666666666667,0.7080952380952381,0.7727272727272727,0.68,0.8235294117647058,0.9333333333333333,0.5862068965517241,0.4857142857142857,0.7857142857142857,0.7333333333333333,7725.048684597015
