best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.30584022402763367,0.4226605296134949,0.8894980549812317,0.843478262424469,0.0010000000474974513,12
