precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8794662309368192,0.8434782608695652,0.6977777777777777,0.9411764705882353,0.64,0.8222222222222222,0.9866666666666667,0.875,0.4666666666666667,612.1518621444702
