              precision    recall  f1-score   support

     class 0       0.78      0.72      0.75        25
     class 1       0.77      1.00      0.87        75
     class 2       0.80      0.46      0.58        35
     class 3       0.89      0.53      0.67        15

    accuracy                           0.78       150
   macro avg       0.81      0.68      0.72       150
weighted avg       0.79      0.78      0.76       150
