best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.13313119113445282,0.13272808492183685,0.9515162110328674,0.9652174115180969,0.0010000000474974513,43
