precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,precision_3,recall_3,duration
0.7383753501400561,0.68,0.5590476190476191,0.7058823529411765,0.48,0.6761904761904762,0.9466666666666667,0.5714285714285714,0.34285714285714286,1.0,0.4666666666666667,0.44248318672180176
