precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9573643410852712,0.9043478260869565,0.7999999999999999,1.0,0.8,0.872093023255814,1.0,1.0,0.6,0.04200100898742676
