              precision    recall  f1-score   support

     class 0       0.77      0.68      0.72        25
     class 1       0.87      0.89      0.88        75
     class 2       0.61      0.63      0.62        35
     class 3       0.87      0.87      0.87        15

    accuracy                           0.79       150
   macro avg       0.78      0.77      0.77       150
weighted avg       0.79      0.79      0.79       150
