best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4878818988800049,0.5481268763542175,0.8020175099372864,0.7866666913032532,0.0010000000474974513,33
