              precision    recall  f1-score   support

     class 0       0.77      0.68      0.72        25
     class 1       0.79      0.85      0.82        75
     class 2       0.53      0.51      0.52        35
     class 3       0.69      0.60      0.64        15

    accuracy                           0.72       150
   macro avg       0.70      0.66      0.68       150
weighted avg       0.72      0.72      0.72       150
