              precision    recall  f1-score   support

     class 0       0.96      0.88      0.92        25
     class 1       1.00      0.97      0.99        75
     class 2       0.74      0.93      0.82        15

    accuracy                           0.95       115
   macro avg       0.90      0.93      0.91       115
weighted avg       0.96      0.95      0.95       115
