precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.8977879481311976,0.9478260869565217,0.928888888888889,0.9565217391304348,0.88,1.0,0.9733333333333334,0.7368421052631579,0.9333333333333333,0.14142990112304688
