precision,accuracy,recall,precision_0,recall_0,precision_1,recall_1,precision_2,recall_2,duration
0.9145246838025295,0.8695652173913043,0.7733333333333333,0.8947368421052632,0.68,0.8488372093023255,0.9733333333333334,1.0,0.6666666666666666,662.8307580947876
