              precision    recall  f1-score   support

     class 0       0.89      0.68      0.77        25
     class 1       0.85      0.97      0.91        75
     class 2       1.00      0.67      0.80        15

    accuracy                           0.87       115
   macro avg       0.91      0.77      0.83       115
weighted avg       0.88      0.87      0.86       115
