best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.28962182998657227,0.4249742031097412,0.8946376442909241,0.843478262424469,0.0010000000474974513,17
